id,sort_name,group,group_id,area_id,area,term,name,image,email,source
396,Vásquez Villanueva Martín de Jesús,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Martín de Jesús Vásquez Villanueva,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/323.png,martin.vasquez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=396
290,Vázquez Saut Regina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:20,Veracruz 20,62,Regina Vázquez Saut,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/145.png,regina.vazquez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=290
1003,Velasco Pérez Juan Carlos,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:michoacán/circunscripción:5,Michoacán 5,62,Juan Carlos Velasco Pérez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/633.png,juan.velasco@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=1003
83,Velázquez Díaz María Guadalupe,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/distrito:7,Guanajuato 7,62,María Guadalupe Velázquez Díaz,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/104.png,maria.velazquez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=83
745,Velázquez López Mirna,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:sinaloa/distrito:7,Sinaloa 7,62,Mirna Velázquez López,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/517.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=745
45,Velázquez Ramírez Diana Karina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:9,Chihuahua 9,62,Diana Karina Velázquez Ramírez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/189.png,diana.velazquez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=45
431,Velázquez Sánchez Maricela,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:morelos/circunscripción:4,Morelos 4,62,Maricela Velázquez Sánchez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/312.png,maricela.velazquez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=431
797,Velázquez Vacio Erica del Carmen (LICENCIA),Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:zacatecas/distrito:1,Zacatecas 1,62,Erica del Carmen Velázquez Vacio (LICENCIA),http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/640.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=797
480,Villaseñor Gudiño Blanca Ma.,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:michoacán/circunscripción:5,Michoacán 5,62,Blanca Ma. Villaseñor Gudiño,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/291.png,blanca.villasenor@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=480
435,Villaseñor Vargas Paloma,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:distrito-federal/circunscripción:4,Distrito Federal 4,62,Paloma Villaseñor Vargas,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/306.png,paloma.villasenor@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=435
74,Vitela Rodríguez Alma Marina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:durango/distrito:2,Durango 2,62,Alma Marina Vitela Rodríguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/139.png,alma.vitela@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=74
651,Zepeda Escobar Shantall,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:26,México 26,62,Shantall Zepeda Escobar,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/581.png,shantall.zepeda@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=651
24,Zepeda González Francisco Alberto,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:colima/distrito:2,Colima 2,62,Francisco Alberto Zepeda González,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/017.png,francisco.zepeda@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=24
282,Acosta Croda Rafael,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/distrito:12,Veracruz 12,62,Rafael Acosta Croda,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/262.png,rafael.acosta@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=282
421,Adame Alemán Juan Pablo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:morelos/circunscripción:4,Morelos 4,62,Juan Pablo Adame Alemán,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/429.png,juan.adame@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=421
429,Aguilar Rodríguez Aurora de la Luz,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:tlaxcala/circunscripción:4,Tlaxcala 4,62,Aurora de la Luz Aguilar Rodríguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/438.png,aurora.aguilar@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=429
227,Aguilar Vega Marcos,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:querétaro/distrito:3,Querétaro 3,62,Marcos Aguilar Vega,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/237.png,marcos.aguilar@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=227
237,Almaguer Torres Felipe de Jesús,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:san-luis-potosí/distrito:6,San Luis Potosí 6,62,Felipe de Jesús Almaguer Torres,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/233.png,felipe.almaguer@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=237
274,Alonso Morelli Humberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/distrito:4,Veracruz 4,62,Humberto Alonso Morelli,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/268.png,halonso.morelli@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=274
465,Álvarez Tovar Martha Berenice,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:michoacán/circunscripción:5,Michoacán 5,62,Martha Berenice Álvarez Tovar,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/436.png,berenice.alvarez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=465
346,Anaya Cortés Ricardo (LICENCIA),Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:querétaro/circunscripción:2,Querétaro 2,62,Ricardo Anaya Cortés (LICENCIA),http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/444.png,ricardo.anaya@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=346
355,Anaya Llamas José Guillermo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Coahuila 2,62,José Guillermo Anaya Llamas,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/442.png,jose.anaya@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=355
39,Angulo Parra Carlos Fernando,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:chihuahua/distrito:3,Chihuahua 3,62,Carlos Fernando Angulo Parra,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/258.png,carlos.angulo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=39
388,Aquino Calvo Juan Jesús,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:chiapas/circunscripción:3,Chiapas 3,62,Juan Jesús Aquino Calvo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/460.png,juan.aquino@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=388
347,Argüelles Loya Consuelo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Nuevo León 2,62,Consuelo Argüelles Loya,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/498.png,consuelo.arguelles@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=347
236,Azuara Zúñiga Xavier,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:san-luis-potosí/distrito:5,San Luis Potosí 5,62,Xavier Azuara Zúñiga,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/253.png,xavier.azuara@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=236
315,Botello Montes José Alfredo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:querétaro/circunscripción:2,Querétaro 2,62,José Alfredo Botello Montes,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/435.png,jose.botello@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=315
382,Bueno Torio Juan,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/circunscripción:3,Veracruz 3,62,Juan Bueno Torio,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/451.png,juan.bueno@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=382
391,Cáceres de la Fuente Juan Francisco,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:tabasco/circunscripción:3,Tabasco 3,62,Juan Francisco Cáceres de la Fuente,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/433.png,juan.caceres@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=391
343,Camarillo Ortega Rubén,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:aguascalientes/circunscripción:2,Aguascalientes 2,62,Rubén Camarillo Ortega,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/443.png,ruben.camarillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=343
287,Cárdenas Guízar Gabriel de Jesús,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/distrito:17,Veracruz 17,62,Gabriel de Jesús Cárdenas Guízar,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/269.png,gabriel.cardenas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=287
84,Carreño Muro Genaro,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:guanajuato/distrito:8,Guanajuato 8,62,Genaro Carreño Muro,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/431.png,genaro.carreno@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=84
308,Castaños Valenzuela Carlos Humberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Sinaloa 1,62,Carlos Humberto Castaños Valenzuela,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/434.png,carlos.castanos@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=308
386,Chan Lugo Sergio Augusto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:yucatán/circunscripción:3,Yucatán 3,62,Sergio Augusto Chan Lugo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/448.png,sergio.chan@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=386
191,Coronado Quintanilla Alberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/distrito:6,Nuevo León 6,62,Alberto Coronado Quintanilla,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/239.png,alberto.coronado@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=191
306,Cortés Berumen Isaías,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jalisco 1,62,Isaías Cortés Berumen,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/437.png,isaias.cortes@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=306
381,Cruz Mendoza Eufrosina,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Eufrosina Cruz Mendoza,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/430.png,eufrosina.cruz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=381
18,Dávila Delgado Mario Alberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:coahuila/distrito:3,Coahuila 3,62,Mario Alberto Dávila Delgado,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/227.png,mario.davila@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=18
305,de la Rosa Anaya Andrés,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:baja-california/circunscripción:1,Baja California 1,62,Andrés de la Rosa Anaya,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/445.png,andres.delarosa@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=305
857,De León Pérez María Eugenia (DECESO),Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:tamaulipas/circunscripción:2,Tamaulipas 2,62,María Eugenia (DECESO) De León Pérez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/523.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=857
140,Díaz Trujillo Alberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:méxico/distrito:15,México 15,62,Alberto Díaz Trujillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/267.png,alberto.diaz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=140
310,Dorador Pérez Gavilán Rodolfo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:durango/circunscripción:1,Durango 1,62,Rodolfo Dorador Pérez Gavilán,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/428.png,rodolfo.dorador@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=310
581,Espino Cano Viridiana Lizette,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:guanajuato/distrito:5,Guanajuato 5,62,Viridiana Lizette Espino Cano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/557.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=581
513,Estrada Martínez Heidy Guadalupe,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:baja-california-sur/distrito:2,Baja California Sur 2,62,Heidy Guadalupe Estrada Martínez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/539.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=513
350,Flores Flores Enrique Alejandro,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:san-luis-potosí/circunscripción:2,San Luis Potosí 2,62,Enrique Alejandro Flores Flores,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/450.png,eflores.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=350
689,Flores Suarez Ricardo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/distrito:4,Nuevo León 4,62,Ricardo Flores Suarez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/553.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=689
248,Galindo Delgado David Cuauhtémoc,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:sonora/distrito:2,Sonora 2,62,David Cuauhtémoc Galindo Delgado,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/246.png,david.galindo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=248
263,García González Carlos Alberto,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:tamaulipas/distrito:4,Tamaulipas 4,62,Carlos Alberto García González,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/153.png,calberto.garcia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=263
228,García Ramírez José Guadalupe,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:querétaro/distrito:4,Querétaro 4,62,José Guadalupe García Ramírez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/236.png,jguadalupe.garcia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=228
385,García Rojas Mariana Dunyaska,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/circunscripción:3,Veracruz 3,62,Mariana Dunyaska García Rojas,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/461.png,dunyaska.garcia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=385
8,Gastélum Buenrostro Juan Manuel,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:baja-california/distrito:5,Baja California 5,62,Juan Manuel Gastélum Buenrostro,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/249.png,juan.gastelum@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=8
461,González Carrillo Adriana,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:méxico/circunscripción:5,México 5,62,Adriana González Carrillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/463.png,adriana.gonzalez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=461
390,González Manríquez Víctor Rafael,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Víctor Rafael González Manríquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/454.png,victor.gonzalez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=390
464,González Morfín José,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:michoacán/circunscripción:5,Michoacán 5,62,José González Morfín,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/490.png,jgmorfin@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=464
3,González Serna José Ángel,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:aguascalientes/distrito:3,Aguascalientes 3,62,José Ángel González Serna,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/229.png,jangel.gonzalez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=3
220,Gordillo Castillo Néstor Octavio,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:puebla/distrito:12,Puebla 12,62,Néstor Octavio Gordillo Castillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/264.png,nestor.gordillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=220
616,Guzmán Cervantes Carlos Bernardo,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:jalisco/distrito:10,Jalisco 10,62,Carlos Bernardo Guzmán Cervantes,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/531.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=616
246,Heredia Lizárraga Martín Alonso,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:sinaloa/distrito:8,Sinaloa 8,62,Martín Alonso Heredia Lizárraga,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/248.png,martin.heredia@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=246
217,Jiménez Castillo Blanca,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:puebla/distrito:9,Puebla 9,62,Blanca Jiménez Castillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/265.png,bjimenez.castillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=217
354,Jiménez Cerrillo Raquel,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:querétaro/circunscripción:2,Querétaro 2,62,Raquel Jiménez Cerrillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/447.png,raquel.jimenez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=354
2,Jiménez Esquivel María Teresa,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:aguascalientes/distrito:2,Aguascalientes 2,62,María Teresa Jiménez Esquivel,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/232.png,teresa.jimenez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=2
470,Labastida Sotelo Karina,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:méxico/circunscripción:5,México 5,62,Karina Labastida Sotelo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/464.png,karina.labastida@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=470
195,Larrazabal Bretón Fernando Alejandro,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/distrito:10,Nuevo León 10,62,Fernando Alejandro Larrazabal Bretón,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/432.png,fernando.larrazabal@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=195
312,Licea González Margarita,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:jalisco/circunscripción:1,Jalisco 1,62,Margarita Licea González,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/465.png,margarita.licea@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=312
262,Llanas Alba José Alejandro,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:tamaulipas/distrito:3,Tamaulipas 3,62,José Alejandro Llanas Alba,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/250.png,jose.llanas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=262
693,Lomelí Cervantes Simón,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/distrito:8,Nuevo León 8,62,Simón Lomelí Cervantes,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/544.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=693
192,López Cisneros José Martín,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:nuevo-león/distrito:7,Nuevo León 7,62,José Martín López Cisneros,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/238.png,jose.lopez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=192
286,López Landero Leticia,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:veracruz/distrito:16,Veracruz 16,62,Leticia López Landero,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/270.png,llopez.landero@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=286
353,López López Raudel,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:aguascalientes/circunscripción:2,Aguascalientes 2,62,Raudel López López,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/459.png,raudel.lopez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=353
249,López Noriega Alejandra,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:sonora/distrito:3,Sonora 3,62,Alejandra López Noriega,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/245.png,alejandra.lopez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=249
218,Lorenzini Rangel Julio Cesar,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:puebla/distrito:10,Puebla 10,62,Julio Cesar Lorenzini Rangel,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/457.png,julio.lorenzini@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=218
468,Lugo Barriga Patricia,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:colima/circunscripción:5,Colima 5,62,Patricia Lugo Barriga,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/475.png,patricia.lugo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=468
923,Medina Valdes María de Lourdes,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:quintana-roo/circunscripción:4,Quintana Roo 4,62,María de Lourdes Medina Valdes,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/542.png,lmedina.valdes@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=923
586,Mendoza Jiménez Yatziri,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:guanajuato/distrito:10,Guanajuato 10,62,Yatziri Mendoza Jiménez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/538.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=586
425,Micalco Méndez Rafael Alejandro,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:puebla/circunscripción:4,Puebla 4,62,Rafael Alejandro Micalco Méndez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/456.png,rafael.micalco@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=425
466,Mondragón González Ma. Guadalupe,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:méxico/circunscripción:5,México 5,62,Ma. Guadalupe Mondragón González,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/473.png,guadalupe.mondragon@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=466
314,Morgan Navarrete Tania Margarita,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:sinaloa/circunscripción:1,Sinaloa 1,62,Tania Margarita Morgan Navarrete,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/467.png,tania.morgan@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=314
345,Muñoz Márquez Juan Carlos,Partido Acción Nacional,PAN,ocd-division/country:mx/entidad:guanajuato/circunscripción:2,Guanajuato 2,62,Juan Carlos Muñoz Márquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/471.png,juan.munoz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=345
