id,name,given_name,middle_name,family_name,area,term,start_date,end_date,image,party,source_url,faction,faction_id
15818,Добкін Дмитро Маркович,Маркович,Дмитро,Добкін,Виборчому округу №178,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d178_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15818,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
5578,Добкін Михайло Маркович,Маркович,Михайло,Добкін,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob3.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/5578,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18085,Добродомов Дмитро Євгенович,Євгенович,Дмитро,Добродомов,Виборчому округу №115,8,2014-11-27,2015-07-17,http://static.rada.gov.ua/dep_img8/d115_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18085,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
6201,Довбенко Михайло Володимирович,Володимирович,Михайло,Довбенко,Виборчому округу №84,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d84_1.jpg,,http://itd.rada.gov.ua/mps/info/page/6201,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18086,Довгий Олесь Станіславович,Станіславович,Олесь,Довгий,Виборчому округу №102,8,2014-11-27,2015-09-17,http://static.rada.gov.ua/dep_img8/d102_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18086,Позафракційні,
18086,Довгий Олесь Станіславович,Станіславович,Олесь,Довгий,Виборчому округу №102,8,2015-09-18,,http://static.rada.gov.ua/dep_img8/d102_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18086,"Група ""Воля народу""",2619
15644,Долженков Олександр Валерійович,Валерійович,Олександр,Долженков,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob23.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/15644,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
15727,Домбровський Олександр Георгійович,Георгійович,Олександр,Домбровський,Виборчому округу №11,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d11_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15727,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
3849,Донець Тетяна Анатоліївна,Анатоліївна,Тетяна,Донець,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf20.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/3849,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18221,Драюк Сергій Євсейович,Євсейович,Сергій,Драюк,Загальнодержавному багатомандатному округу,8,2014-12-04,,http://static.rada.gov.ua/dep_img8/nf71.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/18221,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18222,Дроздик Олександр Валерійович,Валерійович,Олександр,Дроздик,Загальнодержавному багатомандатному округу,8,2014-12-04,,http://static.rada.gov.ua/dep_img8/nf74.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/18222,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
12272,Дубіль Валерій Олександрович,Олександрович,Валерій,Дубіль,Загальнодержавному багатомандатному округу,8,2015-06-16,2015-06-16,http://static.rada.gov.ua/dep_img8/but19.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/12272,Позафракційні,
12272,Дубіль Валерій Олександрович,Олександрович,Валерій,Дубіль,Загальнодержавному багатомандатному округу,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/but19.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/12272,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
18087,Дубінін Олександр Іванович,Іванович,Олександр,Дубінін,Виборчому округу №30,8,2014-11-27,2015-04-07,http://static.rada.gov.ua/dep_img8/d30_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18087,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18088,Дубневич Богдан Васильович,Васильович,Богдан,Дубневич,Виборчому округу №118,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d118_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18088,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15790,Дубневич Ярослав Васильович,Васильович,Ярослав,Дубневич,Виборчому округу №120,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d120_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15790,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15780,Дунаєв Сергій Володимирович,Володимирович,Сергій,Дунаєв,Виборчому округу №107,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d107_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15780,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18089,Євлахов Анатолій Сергійович,Сергійович,Анатолій,Євлахов,Виборчому округу №207,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d207_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18089,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
11728,Євтушок Сергій Миколайович,Миколайович,Сергій,Євтушок,Виборчому округу №156,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d156_1.jpg,,http://itd.rada.gov.ua/mps/info/page/11728,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
18016,Єднак Остап Володимирович,Володимирович,Остап,Єднак,Загальнодержавному багатомандатному округу,8,2014-11-27,2015-09-02,http://static.rada.gov.ua/dep_img8/sp17.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18016,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
17959,Єленський Віктор Євгенович,Євгенович,Віктор,Єленський,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf38.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17959,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
4761,Ємець Леонід Олександрович,Олександрович,Леонід,Ємець,Виборчому округу №221,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d221_1.jpg,,http://itd.rada.gov.ua/mps/info/page/4761,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18090,Єфімов Максим Вікторович,Вікторович,Максим,Єфімов,Виборчому округу №48,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d48_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18090,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
16716,Єфремова Ірина Олексіївна,Олексіївна,Ірина,Єфремова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf63.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16716,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
2301,Жеваго Костянтин Валентинович,Валентинович,Костянтин,Жеваго,Виборчому округу №150,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d150_1.jpg,,http://itd.rada.gov.ua/mps/info/page/2301,Позафракційні,
18091,Жолобецький Олександр Олександрович,Олександрович,Олександр,Жолобецький,Виборчому округу №129,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d129_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18091,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18015,Журжій Андрій Валерійович,Валерійович,Андрій,Журжій,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/sp16.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18015,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
15730,Заболотний Григорій Михайлович,Михайлович,Григорій,Заболотний,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp27.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15730,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17991,Загорій Гліб Володимирович,Володимирович,Гліб,Загорій,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp52.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17991,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17976,Заліщук Світлана Петрівна,Петрівна,Світлана,Заліщук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp18.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17976,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17955,Заставний Роман Йосипович,Йосипович,Роман,Заставний,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf31.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17955,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
833,Звягільський Юхим Леонідович,Леонідович,Юхим,Звягільський,Виборчому округу №45,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d45_1.jpg,,http://itd.rada.gov.ua/mps/info/page/833,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
19126,Зубач Любомир Львович,Львович,Любомир,Зубач,Загальнодержавному багатомандатному округу,8,2015-06-05,,http://static.rada.gov.ua/dep_img8/sp34.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/19126,Позафракційні,
19126,Зубач Любомир Львович,Львович,Любомир,Зубач,Загальнодержавному багатомандатному округу,8,2014-10-27,,http://static.rada.gov.ua/dep_img8/sp34.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/19126,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
8771,Зубик Володимир Володимирович,Володимирович,Володимир,Зубик,Виборчому округу №195,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d195_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8771,"Група ""Економічний розвиток""",2618
8771,Зубик Володимир Володимирович,Володимирович,Володимир,Зубик,Виборчому округу №195,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d195_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8771,"Група ""Відродження""",2795
8771,Зубик Володимир Володимирович,Володимирович,Володимир,Зубик,Виборчому округу №195,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d195_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8771,"Група ""Партія ""Відродження""",2846
15654,Іванчук Андрій Володимирович,Володимирович,Андрій,Іванчук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf16.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15654,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15733,Івахів Степан Петрович,Петрович,Степан,Івахів,Виборчому округу №21,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d21_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15733,"Група ""Воля народу""",2619
18055,Івченко Вадим Євгенович,Євгенович,Вадим,Івченко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but6.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/18055,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
15837,Іллєнко Андрій Юрійович,Юрійович,Андрій,Іллєнко,Виборчому округу №215,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d215_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15837,Позафракційні,
15794,Ільюк Артем Олександрович,Олександрович,Артем,Ільюк,Виборчому округу №128,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d128_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15794,"Група ""Економічний розвиток""",2618
15794,Ільюк Артем Олександрович,Олександрович,Артем,Ільюк,Виборчому округу №128,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d128_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15794,"Група ""Відродження""",2795
15794,Ільюк Артем Олександрович,Олександрович,Артем,Ільюк,Виборчому округу №128,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d128_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15794,"Група ""Партія ""Відродження""",2846
15672,Іонова Марія Миколаївна,Миколаївна,Марія,Іонова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp23.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15672,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
793,Іоффе Юлій Якович,Якович,Юлій,Іоффе,Виборчому округу №112,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d112_1.jpg,,http://itd.rada.gov.ua/mps/info/page/793,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
18092,Іщейкін Костянтин Євгенович,Євгенович,Костянтин,Іщейкін,Виборчому округу №148,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d148_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18092,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15685,Іщенко Валерій Олександрович,Олександрович,Валерій,Іщенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp37.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15685,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
16618,Кадикало Микола Олегович,Олегович,Микола,Кадикало,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf51.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16618,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15801,Каплін Сергій Миколайович,Миколайович,Сергій,Каплін,Виборчому округу №144,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d144_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15801,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17967,Кацер-Бучковська Наталія Володимирівна,Володимирівна,Наталія,Кацер-Бучковська,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf54.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17967,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
15816,Кацуба Володимир Михайлович,Михайлович,Володимир,Кацуба,Виборчому округу №175,8,2014-11-27,2015-02-11,http://static.rada.gov.ua/dep_img8/d175_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15816,"Група ""Воля народу""",2619
15816,Кацуба Володимир Михайлович,Михайлович,Володимир,Кацуба,Виборчому округу №175,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d175_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15816,"Група ""Відродження""",2795
15816,Кацуба Володимир Михайлович,Михайлович,Володимир,Кацуба,Виборчому округу №175,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d175_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15816,"Група ""Партія ""Відродження""",2846
1351,Кириленко Іван Григорович,Григорович,Іван,Кириленко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but14.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/1351,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
12455,Кириченко Олексій Миколайович,Миколайович,Олексій,Кириченко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp18.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/12455,Фракція Радикальної партії Олега Ляшка,2615
18006,Кишкар Павло Миколайович,Миколайович,Павло,Кишкар,Загальнодержавному багатомандатному округу,8,2014-11-27,2015-09-02,http://static.rada.gov.ua/dep_img8/sp7.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18006,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
2320,Ківалов Сергій Васильович,Васильович,Сергій,Ківалов,Виборчому округу №135,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d135_1.jpg,,http://itd.rada.gov.ua/mps/info/page/2320,Позафракційні,
18031,Кіраль Сергій Іванович,Іванович,Сергій,Кіраль,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/sp32.jpg,"Політична партія ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18031,"Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""",2614
18093,Кірш Олександр Вікторович,Вікторович,Олександр,Кірш,Виборчому округу №169,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d169_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18093,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
13694,Кісельов Андрій Миколайович,Миколайович,Андрій,Кісельов,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob17.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/13694,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
7371,Кіссе Антон Іванович,Іванович,Антон,Кіссе,Виборчому округу №142,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d142_1.jpg,,http://itd.rada.gov.ua/mps/info/page/7371,"Група ""Економічний розвиток""",2618
7371,Кіссе Антон Іванович,Іванович,Антон,Кіссе,Виборчому округу №142,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d142_1.jpg,,http://itd.rada.gov.ua/mps/info/page/7371,"Група ""Відродження""",2795
7371,Кіссе Антон Іванович,Іванович,Антон,Кіссе,Виборчому округу №142,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d142_1.jpg,,http://itd.rada.gov.ua/mps/info/page/7371,"Група ""Партія ""Відродження""",2846
18094,Кіт Андрій Богданович,Богданович,Андрій,Кіт,Виборчому округу №126,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d126_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18094,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17997,Климпуш-Цинцадзе Іванна Орестівна,Орестівна,Іванна,Климпуш-Цинцадзе,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp61.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17997,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
5423,Клімов Леонід Михайлович,Михайлович,Леонід,Клімов,Виборчому округу №137,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d137_1.jpg,,http://itd.rada.gov.ua/mps/info/page/5423,"Група ""Економічний розвиток""",2618
5423,Клімов Леонід Михайлович,Михайлович,Леонід,Клімов,Виборчому округу №137,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d137_1.jpg,,http://itd.rada.gov.ua/mps/info/page/5423,"Група ""Відродження""",2795
5423,Клімов Леонід Михайлович,Михайлович,Леонід,Клімов,Виборчому округу №137,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d137_1.jpg,,http://itd.rada.gov.ua/mps/info/page/5423,"Група ""Партія ""Відродження""",2846
8781,Клюєв Сергій Петрович,Петрович,Сергій,Клюєв,Виборчому округу №46,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d46_1.jpg,,http://itd.rada.gov.ua/mps/info/page/8781,Позафракційні,
15645,Княжицький Микола Леонідович,Леонідович,Микола,Княжицький,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf34.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15645,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
1897,Князевич Руслан Петрович,Петрович,Руслан,Князевич,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp12.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/1897,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17990,Кобцев Михайло Валентинович,Валентинович,Михайло,Кобцев,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp50.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17990,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
15309,Кодола Олександр Михайлович,Михайлович,Олександр,Кодола,Виборчому округу №209,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d209_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15309,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
8786,Кожем'якін Андрій Анатолійович,Анатолійович,Андрій,Кожем'якін,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but13.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/8786,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
18034,Козак Тарас Романович,Романович,Тарас,Козак,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob14.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/18034,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
7175,Козаченко Леонід Петрович,Петрович,Леонід,Козаченко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp41.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/7175,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18095,Козир Борис Юрійович,Юрійович,Борис,Козир,Виборчому округу №127,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d127_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18095,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
17414,Колганова Олена Валеріївна,Валеріївна,Олена,Колганова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf28.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17414,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
11098,Колєсніков Дмитро Валерійович,Валерійович,Дмитро,Колєсніков,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob21.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/11098,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
11166,Кондратюк Олена Костянтинівна,Костянтинівна,Олена,Кондратюк,Загальнодержавному багатомандатному округу,8,2014-12-04,,http://static.rada.gov.ua/dep_img8/but18.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/11166,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617
17981,Кононенко Ігор Віталійович,Віталійович,Ігор,Кононенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp29.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17981,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18096,Константіновський Вячеслав Леонідович,Леонідович,Вячеслав,Константіновський,Виборчому округу №220,8,2014-11-27,2015-06-17,http://static.rada.gov.ua/dep_img8/d220_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18096,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18097,Корнацький Аркадій Олексійович,Олексійович,Аркадій,Корнацький,Виборчому округу №132,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d132_1.jpg,,http://itd.rada.gov.ua/mps/info/page/18097,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
8693,Королевська Наталія Юріївна,Юріївна,Наталія,Королевська,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob8.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/8693,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616
2314,Король Віктор Миколайович,Миколайович,Віктор,Король,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp35.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/2314,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613
18167,Корчик Віталій Андрійович,Андрійович,Віталій,Корчик,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf67.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/18167,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612
18165,Корчинська Оксана Анатоліївна,Анатоліївна,Оксана,Корчинська,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp24.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/18165,Фракція Радикальної партії Олега Ляшка,2615
