id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date
oduclos,OMAR ARNALDO DUCLOS,"DUCLOS, OMAR ARNALDO",BUENOS AIRES,2011-12-10,2015-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/oduclos/,http://www4.hcdn.gob.ar/fotos/oduclos.jpg,4127-7100,oduclos@diputados.gob.ar,2015-12-09
gdurandc,GUILLERMO MARIO DURAND CORNEJO,"DURAND CORNEJO, GUILLERMO MARIO",SALTA,2013-12-10,2017-12-09,CONSERVADOR POPULAR,133,http://www.hcdn.gob.ar/diputados/gdurandc/,http://www4.hcdn.gob.ar/fotos/gdurandc.jpg,4127-7100,gdurandc@diputados.gob.ar,
mehcosor,MARIA AZUCENA EHCOSOR,"EHCOSOR, MARIA AZUCENA",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/mehcosor/,http://www4.hcdn.gob.ar/fotos/mehcosor.jpg,4127-7100,mehcosor@diputados.gob.ar,
oelorriaga,OSVALDO ENRIQUE ELORRIAGA,"ELORRIAGA, OSVALDO ENRIQUE",ENTRE RIOS,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/oelorriaga/,http://www4.hcdn.gob.ar/fotos/oelorriaga.jpg,4127-7100,oelorriaga@diputados.gob.ar,2015-12-09
lesper,LAURA ESPER,"ESPER, LAURA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/lesper/,http://www4.hcdn.gob.ar/fotos/lesper.jpg,4127-7100,lesper@diputados.gob.ar,2015-12-09
efabiani,EDUARDO ALBERTO FABIANI,"FABIANI, EDUARDO ALBERTO",BUENOS AIRES,2013-12-10,2017-12-09,BLOQUE SOCIAL CRISTIANO,133,http://www.hcdn.gob.ar/diputados/efabiani/,http://www4.hcdn.gob.ar/fotos/efabiani.jpg,4127-7100,efabiani@diputados.gob.ar,
rfeletti,ROBERTO JOSE FELETTI,"FELETTI, ROBERTO JOSE",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/rfeletti/,http://www4.hcdn.gob.ar/fotos/rfeletti.jpg,4127-7100,rfeletti@diputados.gob.ar,2015-12-09
mfernandezb,MARIA CRISTINA FERNANDEZ BLANCO,"FERNANDEZ BLANCO, MARIA CRISTINA",JUJUY,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mfernandezb/,http://www4.hcdn.gob.ar/fotos/mfernandezb.jpg,4127-7100,mfernandezb@diputados.gob.ar,2015-12-09
gfernandezm,GUSTAVO RODOLFO FERNANDEZ MENDIA,"FERNANDEZ MENDIA, GUSTAVO RODOLFO",LA PAMPA,2013-12-10,2017-12-09,PARTIDO JUSTICIALISTA LA PAMPA,133,http://www.hcdn.gob.ar/diputados/gfernandezm/,http://www4.hcdn.gob.ar/fotos/gfernandezm.jpg,4127-7100,gfernandezm@diputados.gob.ar,
afernandezs,ANABEL FERNANDEZ SAGASTI,"FERNANDEZ SAGASTI, ANABEL",MENDOZA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/afernandezs/,http://www4.hcdn.gob.ar/fotos/afernandezs.jpg,4127-7100,afernandezs@diputados.gob.ar,2015-12-09
aferreyra,ARACELI FERREYRA,"FERREYRA, ARACELI",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aferreyra/,http://www4.hcdn.gob.ar/fotos/aferreyra.jpg,4127-7100,aferreyra@diputados.gob.ar,2015-12-09
mfiad,MARIO RAYMUNDO FIAD,"FIAD, MARIO RAYMUNDO",JUJUY,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mfiad/,http://www4.hcdn.gob.ar/fotos/mfiad.jpg,4127-7100,mfiad@diputados.gob.ar,
ffrancioni,FABIAN MARCELO FRANCIONI,"FRANCIONI, FABIAN MARCELO",CORDOBA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ffrancioni/,http://www4.hcdn.gob.ar/fotos/ffrancioni.jpg,4127-7100,ffrancioni@diputados.gob.ar,2015-12-09
jgagliardi,JOSUE GAGLIARDI,"GAGLIARDI, JOSUE",RIO NEGRO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgagliardi/,http://www4.hcdn.gob.ar/fotos/jgagliardi.jpg,4127-7100,jgagliardi@diputados.gob.ar,2015-12-09
agaillard,ANA CAROLINA GAILLARD,"GAILLARD, ANA CAROLINA",ENTRE RIOS,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/agaillard/,http://www4.hcdn.gob.ar/fotos/agaillard.jpg,4127-7100,agaillard@diputados.gob.ar,
mgallardo,MIRIAM GRACIELA GALLARDO,"GALLARDO, MIRIAM GRACIELA",TUCUMAN,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgallardo/,http://www4.hcdn.gob.ar/fotos/mgallardo.jpg,4127-7100,mgallardo@diputados.gob.ar,
agarcia,ANDREA FABIANA GARCIA,"GARCIA, ANDREA FABIANA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/agarcia/,http://www4.hcdn.gob.ar/fotos/agarcia.jpg,4127-7100,agarcia@diputados.gob.ar,2015-12-09
mgarcia,MARIA TERESA GARCIA,"GARCIA, MARIA TERESA",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgarcia/,http://www4.hcdn.gob.ar/fotos/mgarcia.jpg,4127-7100,mgarcia@diputados.gob.ar,
mgarrido,MANUEL GARRIDO,"GARRIDO, MANUEL",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mgarrido/,http://www4.hcdn.gob.ar/fotos/mgarrido.jpg,4127-7100,mgarrido@diputados.gob.ar,2015-12-09
cgdansky,CARLOS ENRIQUE GDANSKY,"GDANSKY, CARLOS ENRIQUE",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cgdansky/,http://www4.hcdn.gob.ar/fotos/cgdansky.jpg,4127-7100,cgdansky@diputados.gob.ar,2015-12-09
lgervasoni,LAUTARO GERVASONI,"GERVASONI, LAUTARO",ENTRE RIOS,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lgervasoni/,http://www4.hcdn.gob.ar/fotos/lgervasoni.jpg,4127-7100,lgervasoni@diputados.gob.ar,
cgiaccone,CLAUDIA ALEJANDRA GIACCONE,"GIACCONE, CLAUDIA ALEJANDRA",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cgiaccone/,http://www4.hcdn.gob.ar/fotos/cgiaccone.jpg,4127-7100,cgiaccone@diputados.gob.ar,2015-12-09
dgiacomino,DANIEL OSCAR GIACOMINO,"GIACOMINO, DANIEL OSCAR",CORDOBA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/dgiacomino/,http://www4.hcdn.gob.ar/fotos/dgiacomino.jpg,4127-7100,dgiacomino@diputados.gob.ar,2015-12-09
ggiannettasio,GRACIELA MARIA GIANNETTASIO,"GIANNETTASIO, GRACIELA MARIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ggiannettasio/,http://www4.hcdn.gob.ar/fotos/ggiannettasio.jpg,4127-7100,ggiannettasio@diputados.gob.ar,2015-12-09
mgill,MARTIN RODRIGO GILL,"GILL, MARTIN RODRIGO",CORDOBA,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgill/,http://www4.hcdn.gob.ar/fotos/mgill.jpg,4127-7100,mgill@diputados.gob.ar,
pgimenez,PATRICIA VIVIANA GIMENEZ,"GIMENEZ, PATRICIA VIVIANA",MENDOZA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/pgimenez/,http://www4.hcdn.gob.ar/fotos/pgimenez.jpg,4127-7100,pgimenez@diputados.gob.ar,
rgiustozzi,RUBEN DARIO GIUSTOZZI,"GIUSTOZZI, RUBEN DARIO",BUENOS AIRES,2013-12-10,2017-12-09,BLOQUE SOCIAL CRISTIANO,133,http://www.hcdn.gob.ar/diputados/rgiustozzi/,http://www4.hcdn.gob.ar/fotos/rgiustozzi.jpg,4127-7100,rgiustozzi@diputados.gob.ar,
mgomezb,MAURICIO RICARDO GOMEZ BULL,"GOMEZ BULL, MAURICIO RICARDO",SANTA CRUZ,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgomezb/,http://www4.hcdn.gob.ar/fotos/mgomezb.jpg,4127-7100,mgomezb@diputados.gob.ar,
jvgonzalez,JOSEFINA VICTORIA GONZALEZ,"GONZALEZ, JOSEFINA VICTORIA",SANTA FE,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvgonzalez/,http://www4.hcdn.gob.ar/fotos/jvgonzalez.jpg,4127-7100,jvgonzalez@diputados.gob.ar,
ggonzalez,GLADYS ESTHER GONZALEZ,"GONZALEZ, GLADYS ESTHER",BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ggonzalez/,http://www4.hcdn.gob.ar/fotos/ggonzalez.jpg,4127-7100,ggonzalez@diputados.gob.ar,
jgonzalez,JUAN DANTE GONZALEZ,"GONZALEZ, JUAN DANTE",MENDOZA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgonzalez/,http://www4.hcdn.gob.ar/fotos/jgonzalez.jpg,4127-7100,jgonzalez@diputados.gob.ar,2015-12-09
vgonzalez,VERONICA GONZALEZ,"GONZALEZ, VERONICA",TIERRA DEL FUEGO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/vgonzalez/,http://www4.hcdn.gob.ar/fotos/vgonzalez.jpg,4127-7100,vgonzalez@diputados.gob.ar,2015-12-09
dgranados,DULCE GRANADOS,"GRANADOS, DULCE",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/dgranados/,http://www4.hcdn.gob.ar/fotos/dgranados.jpg,4127-7100,dgranados@diputados.gob.ar,
cgribaudo,CHRISTIAN ALEJANDRO GRIBAUDO,"GRIBAUDO, CHRISTIAN ALEJANDRO",BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/cgribaudo/,http://www4.hcdn.gob.ar/fotos/cgribaudo.jpg,4127-7100,cgribaudo@diputados.gob.ar,
lgrosso,LEONARDO GROSSO,"GROSSO, LEONARDO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lgrosso/,http://www4.hcdn.gob.ar/fotos/lgrosso.jpg,4127-7100,lgrosso@diputados.gob.ar,2015-12-09
jguccione,JOSE DANIEL GUCCIONE,"GUCCIONE, JOSE DANIEL",MISIONES,2011-12-10,2015-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/jguccione/,http://www4.hcdn.gob.ar/fotos/jguccione.jpg,4127-7100,jguccione@diputados.gob.ar,2015-12-09
hgutierrez,HECTOR MARIA GUTIERREZ,"GUTIERREZ, HECTOR MARIA",BUENOS AIRES,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hgutierrez/,http://www4.hcdn.gob.ar/fotos/hgutierrez.jpg,4127-7100,hgutierrez@diputados.gob.ar,
mgutierrez,MONICA EDITH GUTIERREZ,"GUTIERREZ, MONICA EDITH",CORDOBA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgutierrez/,http://www4.hcdn.gob.ar/fotos/mgutierrez.jpg,4127-7100,mgutierrez@diputados.gob.ar,2015-12-09
sguzman,SANDRO ADRIAN GUZMAN,"GUZMAN, SANDRO ADRIAN",BUENOS AIRES,2013-12-10,2017-12-09,NO INTEGRA BLOQUE,133,http://www.hcdn.gob.ar/diputados/sguzman/,http://www4.hcdn.gob.ar/fotos/sguzman.jpg,4127-7100,sguzman@diputados.gob.ar,
gharispe,GASTON HARISPE,"HARISPE, GASTON",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gharispe/,http://www4.hcdn.gob.ar/fotos/gharispe.jpg,4127-7100,gharispe@diputados.gob.ar,2015-12-09
cheller,CARLOS SALOMON HELLER,"HELLER, CARLOS SALOMON",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/cheller/,http://www4.hcdn.gob.ar/fotos/cheller.jpg,4127-7100,cheller@diputados.gob.ar,
jherrera,JOSE ALBERTO HERRERA,"HERRERA, JOSE ALBERTO",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/jherrera/,http://www4.hcdn.gob.ar/fotos/jherrera.jpg,4127-7100,jherrera@diputados.gob.ar,2015-12-09
gherrera,GRISELDA NOEMI HERRERA,"HERRERA, GRISELDA NOEMI",LA RIOJA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gherrera/,http://www4.hcdn.gob.ar/fotos/gherrera.jpg,4127-7100,gherrera@diputados.gob.ar,2015-12-09
aianni,ANA MARIA IANNI,"IANNI, ANA MARIA",SANTA CRUZ,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aianni/,http://www4.hcdn.gob.ar/fotos/aianni.jpg,4127-7100,aianni@diputados.gob.ar,2015-12-09
eisa,EVITA NELIDA ISA,"ISA, EVITA NELIDA",SALTA,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/eisa/,http://www4.hcdn.gob.ar/fotos/eisa.jpg,4127-7100,eisa@diputados.gob.ar,
pjavkin,PABLO LAUTARO JAVKIN,"JAVKIN, PABLO LAUTARO",SANTA FE,2013-12-10,2017-12-09,COALICION CIVICA ARI - UNEN,133,http://www.hcdn.gob.ar/diputados/pjavkin/,http://www4.hcdn.gob.ar/fotos/pjavkin.jpg,4127-7100,pjavkin@diputados.gob.ar,
mhjuarez,MANUEL HUMBERTO JUAREZ,"JUAREZ, MANUEL HUMBERTO",SANTIAGO DEL ESTERO,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/mhjuarez/,http://www4.hcdn.gob.ar/fotos/mhjuarez.jpg,4127-7100,mhjuarez@diputados.gob.ar,
mjuarez,MYRIAN DEL VALLE JUAREZ,"JUAREZ, MYRIAN DEL VALLE",CATAMARCA,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,133,http://www.hcdn.gob.ar/diputados/mjuarez/,http://www4.hcdn.gob.ar/fotos/mjuarez.jpg,4127-7100,mjuarez@diputados.gob.ar,
jcjunio,JUAN CARLOS ISAAC JUNIO,"JUNIO, JUAN CARLOS ISAAC",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/jcjunio/,http://www4.hcdn.gob.ar/fotos/jcjunio.jpg,4127-7100,jcjunio@diputados.gob.ar,2015-12-09
pkosiner,PABLO FRANCISCO JUAN KOSINER,"KOSINER, PABLO FRANCISCO JUAN",SALTA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/pkosiner/,http://www4.hcdn.gob.ar/fotos/pkosiner.jpg,4127-7100,pkosiner@diputados.gob.ar,2015-12-09
dkroneberger,DANIEL RICARDO KRONEBERGER,"KRONEBERGER, DANIEL RICARDO",LA PAMPA,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/dkroneberger/,http://www4.hcdn.gob.ar/fotos/dkroneberger.jpg,4127-7100,dkroneberger@diputados.gob.ar,2015-12-09
ckunkel,CARLOS MIGUEL KUNKEL,"KUNKEL, CARLOS MIGUEL",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ckunkel/,http://www4.hcdn.gob.ar/fotos/ckunkel.jpg,4127-7100,ckunkel@diputados.gob.ar,
elagoria,ELIA NELLY LAGORIA,"LAGORIA, ELIA NELLY",CHUBUT,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,133,http://www.hcdn.gob.ar/diputados/elagoria/,http://www4.hcdn.gob.ar/fotos/elagoria.jpg,4127-7100,elagoria@diputados.gob.ar,
jlandau,JORGE ALBERTO LANDAU,"LANDAU, JORGE ALBERTO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jlandau/,http://www4.hcdn.gob.ar/fotos/jlandau.jpg,4127-7100,jlandau@diputados.gob.ar,2015-12-09
alarroque,ANDRES LARROQUE,"LARROQUE, ANDRES",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/alarroque/,http://www4.hcdn.gob.ar/fotos/alarroque.jpg,4127-7100,alarroque@diputados.gob.ar,2015-12-09
llaspina,LUCIANO ANDRES LASPINA,"LASPINA, LUCIANO ANDRES",SANTA FE,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/llaspina/,http://www4.hcdn.gob.ar/fotos/llaspina.jpg,4127-7100,llaspina@diputados.gob.ar,
sleverberg,STELLA MARIS LEVERBERG,"LEVERBERG, STELLA MARIS",MISIONES,2011-12-10,2015-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/sleverberg/,http://www4.hcdn.gob.ar/fotos/sleverberg.jpg,4127-7100,sleverberg@diputados.gob.ar,2015-12-09
vlinares,MARIA VIRGINIA LINARES,"LINARES, MARIA VIRGINIA",BUENOS AIRES,2011-12-10,2015-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/vlinares/,http://www4.hcdn.gob.ar/fotos/vlinares.jpg,4127-7100,vlinares@diputados.gob.ar,2015-12-09
plopez,PABLO SEBASTIAN LOPEZ,"LOPEZ, PABLO SEBASTIAN",SALTA,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/plopez/,http://www4.hcdn.gob.ar/fotos/plopez.jpg,4127-7100,plopez@diputados.gob.ar,
ilotto,INES BEATRIZ LOTTO,"LOTTO, INES BEATRIZ",FORMOSA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ilotto/,http://www4.hcdn.gob.ar/fotos/ilotto.jpg,4127-7100,ilotto@diputados.gob.ar,2015-12-09
mlousteau,MARTIN LOUSTEAU,"LOUSTEAU, MARTIN",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,SUMA + UNEN,133,http://www.hcdn.gob.ar/diputados/mlousteau/,http://www4.hcdn.gob.ar/fotos/mlousteau.jpg,4127-7100,mlousteau@diputados.gob.ar,
clozano,CLAUDIO RAUL LOZANO,"LOZANO, CLAUDIO RAUL",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNIDAD POPULAR,133,http://www.hcdn.gob.ar/diputados/clozano/,http://www4.hcdn.gob.ar/fotos/clozano.jpg,4127-7100,clozano@diputados.gob.ar,2015-12-09
cmacallister,CARLOS JAVIER MAC ALLISTER,"MAC ALLISTER, CARLOS JAVIER",LA PAMPA,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/cmacallister/,http://www4.hcdn.gob.ar/fotos/cmacallister.jpg,4127-7100,cmacallister@diputados.gob.ar,
tmadera,TERESITA MADERA,"MADERA, TERESITA",LA RIOJA,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/tmadera/,http://www4.hcdn.gob.ar/fotos/tmadera.jpg,4127-7100,tmadera@diputados.gob.ar,
vmagario,VERONICA MARIA MAGARIO,"MAGARIO, VERONICA MARIA",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/vmagario/,http://www4.hcdn.gob.ar/fotos/vmagario.jpg,4127-7100,vmagario@diputados.gob.ar,
smajdalani,SILVIA CRISTINA MAJDALANI,"MAJDALANI, SILVIA CRISTINA",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/smajdalani/,http://www4.hcdn.gob.ar/fotos/smajdalani.jpg,4127-7100,smajdalani@diputados.gob.ar,
vmaldonado,VICTOR HUGO MALDONADO,"MALDONADO, VICTOR HUGO",CHACO,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/vmaldonado/,http://www4.hcdn.gob.ar/fotos/vmaldonado.jpg,4127-7100,vmaldonado@diputados.gob.ar,2015-12-09
jmarcopulos,JUAN FERNANDO MARCOPULOS,"MARCOPULOS, JUAN FERNANDO",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jmarcopulos/,http://www4.hcdn.gob.ar/fotos/jmarcopulos.jpg,4127-7100,jmarcopulos@diputados.gob.ar,2015-12-09
smartinez,SOLEDAD MARTINEZ,"MARTINEZ, SOLEDAD",BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/smartinez/,http://www4.hcdn.gob.ar/fotos/smartinez.jpg,4127-7100,smartinez@diputados.gob.ar,
jmartinez,JULIO CESAR MARTINEZ,"MARTINEZ, JULIO CESAR",LA RIOJA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jmartinez/,http://www4.hcdn.gob.ar/fotos/jmartinez.jpg,4127-7100,jmartinez@diputados.gob.ar,
oamartinez,OSCAR ANSELMO MARTINEZ,"MARTINEZ, OSCAR ANSELMO",TIERRA DEL FUEGO,2013-12-10,2017-12-09,MOVIMIENTO SOLIDARIO POPULAR,133,http://www.hcdn.gob.ar/diputados/oamartinez/,http://www4.hcdn.gob.ar/fotos/oamartinez.jpg,4127-7100,oamartinez@diputados.gob.ar,
omartinez,OSCAR ARIEL MARTINEZ,"MARTINEZ, OSCAR ARIEL",SANTA FE,2011-12-10,2015-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/omartinez/,http://www4.hcdn.gob.ar/fotos/omartinez.jpg,4127-7100,omartinez@diputados.gob.ar,2015-12-09
gmartinezc,GUSTAVO JOSE MARTINEZ CAMPOS,"MARTINEZ CAMPOS, GUSTAVO JOSE",CHACO,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gmartinezc/,http://www4.hcdn.gob.ar/fotos/gmartinezc.jpg,4127-7100,gmartinezc@diputados.gob.ar,
smassa,SERGIO TOMAS MASSA,"MASSA, SERGIO TOMAS",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/smassa/,http://www4.hcdn.gob.ar/fotos/smassa.jpg,4127-7100,smassa@diputados.gob.ar,
lmazure,LILIANA AMALIA MAZURE,"MAZURE, LILIANA AMALIA",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lmazure/,http://www4.hcdn.gob.ar/fotos/lmazure.jpg,4127-7100,lmazure@diputados.gob.ar,
mmendoza,MAYRA SOLEDAD MENDOZA,"MENDOZA, MAYRA SOLEDAD",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mmendoza/,http://www4.hcdn.gob.ar/fotos/mmendoza.jpg,4127-7100,mmendoza@diputados.gob.ar,2015-12-09
smendoza,SANDRA MARCELA MENDOZA,"MENDOZA, SANDRA MARCELA",CHACO,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/smendoza/,http://www4.hcdn.gob.ar/fotos/smendoza.jpg,4127-7100,smendoza@diputados.gob.ar,
dmestre,DIEGO MATIAS MESTRE,"MESTRE, DIEGO MATIAS",CORDOBA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/dmestre/,http://www4.hcdn.gob.ar/fotos/dmestre.jpg,4127-7100,dmestre@diputados.gob.ar,
mmetaza,MARIO ALFREDO METAZA,"METAZA, MARIO ALFREDO",SANTA CRUZ,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mmetaza/,http://www4.hcdn.gob.ar/fotos/mmetaza.jpg,4127-7100,mmetaza@diputados.gob.ar,2015-12-09
mmolina,MANUEL ISAURO MOLINA,"MOLINA, MANUEL ISAURO",CATAMARCA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mmolina/,http://www4.hcdn.gob.ar/fotos/mmolina.jpg,4127-7100,mmolina@diputados.gob.ar,2015-12-09
jmongelo,JOSE RICARDO MONGELO,"MONGELO, JOSE RICARDO",CHACO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jmongelo/,http://www4.hcdn.gob.ar/fotos/jmongelo.jpg,4127-7100,jmongelo@diputados.gob.ar,2015-12-09
cmoreno,CARLOS JULIO MORENO,"MORENO, CARLOS JULIO",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cmoreno/,http://www4.hcdn.gob.ar/fotos/cmoreno.jpg,4127-7100,cmoreno@diputados.gob.ar,
fmoyano,JUAN FACUNDO MOYANO,"MOYANO, JUAN FACUNDO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/fmoyano/,http://www4.hcdn.gob.ar/fotos/fmoyano.jpg,4127-7100,fmoyano@diputados.gob.ar,2015-12-09
emuller,EDGAR RAUL MÜLLER,"MÜLLER, EDGAR RAUL",CORDOBA,2011-12-10,2015-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/emuller/,http://www4.hcdn.gob.ar/fotos/emuller.jpg,4127-7100,emuller@diputados.gob.ar,2015-12-09
