name,wikiname__nl,group,area,taalgroep,term,source,end_date,start_date,id,sort_name,email,website,image
Nawal Ben Hamou,Nawal Ben Hamou,PS,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06647&lactivity=54,,,06647,Ben Hamou Nawal,eb.erbmahcal@uomahneb.lawan,http://www.nawalbenhamou.be/,http://www.lachambre.be/site/wwwroot/images/cv/06647.gif
Véronique Caprasse,Véronique Caprasse,FDF,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06627&lactivity=54,,,06627,Caprasse Véronique,eb.erbmahcal@essarpac.euqinorev,"",http://www.lachambre.be/site/wwwroot/images/cv/06627.gif
Céline Fremault,Céline Fremault,cdH,Brussel-Hoofdstad,Frans,54,,2014-07-22,,,,,,
Georges Dallemagne,Georges Dallemagne,cdH,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00951&lactivity=54,,2014-07-22,00951,Dallemagne Georges,eb.erbmahcal@engamellad.segroeg,http://www.georgesdallemagne.be,http://www.lachambre.be/site/wwwroot/images/cv/951.gif
Francis Delpérée,Francis Delpérée,cdH,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01134&lactivity=54,,,01134,Delpérée Francis,eb.erbmahcal@eerepled.sicnarf,http://www.delperee.be,http://www.lachambre.be/site/wwwroot/images/cv/01134.gif
Benoit Hellings,Benoit Hellings,Ecolo/Groen,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01303&lactivity=54,,,01303,Hellings Benoit,eb.erbmahcal@sgnilleh.tioneb,http://www.benoithellings.be,http://www.lachambre.be/site/wwwroot/images/cv/01303.gif
Emir Kir,Emir Kir,PS,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06645&lactivity=54,,,06645,Kir Emir,eb.erbmahcal@rik.rime,http://emirkir.be/,http://www.lachambre.be/site/wwwroot/images/cv/06645.gif
Zakia Khattabi,Zakia Khattabi,Ecolo/Groen,Brussel-Hoofdstad,Frans,54,,2015-05-28,,,,,,
Gilles Vanden Burre,Gilles Vanden Burre,Ecolo/Groen,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06638&lactivity=54,,2015-05-28,06638,Vanden Burre Gilles,eb.erbmahcal@errubnednav.sellig,http://www.ecolo.be,http://www.lachambre.be/site/wwwroot/images/cv/6638.gif
Ahmed Laaouej,Ahmed Laaouej,PS,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06461&lactivity=54,,,06461,Laaouej Ahmed,eb.erbmahcal@jeuoaal.demha,http://www.laaouej.be,http://www.lachambre.be/site/wwwroot/images/cv/06461.gif
Karine Lalieux,Karine Lalieux,PS,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00988&lactivity=54,,,00988,Lalieux Karine,eb.erbmahcal@xueilal.enirak,http://www.karinelalieux.be,http://www.lachambre.be/site/wwwroot/images/cv/00988.gif
Olivier Maingain,Olivier Maingain,FDF,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00682&lactivity=54,,,00682,Maingain Olivier,eb.erbmahcal@niagniam.reivilo,http://www.fdf.be/,http://www.lachambre.be/site/wwwroot/images/cv/00682.gif
Laurette Onkelinx,Laurette Onkelinx,PS,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00476&lactivity=54,,,00476,Onkelinx Laurette,eb.erbmahcal@xnilekno.etterual,"",http://www.lachambre.be/site/wwwroot/images/cv/00476.gif
Philippe Pivin,Philippe Pivin,MR,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06618&lactivity=54,,,06618,Pivin Philippe,eb.erbmahcal@nivip.eppilihp,http://www.pivin.be,http://www.lachambre.be/site/wwwroot/images/cv/06618.gif
Françoise Schepmans,Françoise Schepmans,MR,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01083&lactivity=54,,,01083,Schepmans Françoise,eb.erbmahcal@snampehcs.esiocnarf,http://www.schepmans.be,http://www.lachambre.be/site/wwwroot/images/cv/01083.gif
Damien Thiéry,Damien Thiéry,MR,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06219&lactivity=54,,,06219,Thiéry Damien,eb.erbmahcal@yreiht.neimad,http://www.damienthiery.be,http://www.lachambre.be/site/wwwroot/images/cv/06219.gif
Didier Reynders,Didier Reynders,MR,Brussel-Hoofdstad,Frans,54,,2014-10-11,,,,,,
Sophie Wilmes,Sophie Wilmes,MR,Brussel-Hoofdstad,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06619&lactivity=54,,2014-10-11,06619,Wilmès Sophie,eb.erbmahcal@semliw.eihpos,http://www.sophiewilmes.be,http://www.lachambre.be/site/wwwroot/images/cv/6619.gif
Aldo Carcaci,Aldo Carcaci,Parti Populaire,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06749&lactivity=54,,,06749,Carcaci Aldo,eb.erbmahcal@icacrac.odla,"",http://www.lachambre.be/site/wwwroot/images/cv/06749.gif
Caroline Cassart-Mailleux,Caroline Cassart-Mailleux,MR,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06385&lactivity=54,,,06385,Cassart-Mailleux Caroline,eb.erbmahcal@xuelliam.enilorac,http://www.caroline-cassart.be,http://www.lachambre.be/site/wwwroot/images/cv/06385.gif
Frédéric Daerden,Frédéric Daerden,PS,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06731&lactivity=54,,,06731,Daerden Frédéric,eb.erbmahcal@nedread.cirederf,"",http://www.lachambre.be/site/wwwroot/images/cv/06731.gif
Willy Demeyer,Willy Demeyer,PS,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06456&lactivity=54,,,06456,Demeyer Willy,eb.erbmahcal@reyemed.ylliw,http://www.willydemeyer.be,http://www.lachambre.be/site/wwwroot/images/cv/06456.gif
Julie Fernandez-Fernandez,Julie Fernandez-Fernandez,PS,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01279&lactivity=54,,,01279,Fernandez Fernandez Julie,eb.erbmahcal@zednanref.eiluj,http://www.juliefernandez.be,http://www.lachambre.be/site/wwwroot/images/cv/01279.gif
Gilles Foret,Gilles Foret,MR,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06712&lactivity=54,,,06712,Foret Gilles,eb.erbmahcal@terof.sellig,http://www.gillesforet.eu,http://www.lachambre.be/site/wwwroot/images/cv/06712.gif
André Frédéric,André Frédéric,PS,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00889&lactivity=54,,,00889,Frédéric André,eb.erbmahcal@cirederf.erdna,http://www.andrefrederic.be,http://www.lachambre.be/site/wwwroot/images/cv/00889.gif
Muriel Gerkens,Muriel Gerkens,Ecolo/Groen,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00946&lactivity=54,,,00946,Gerkens Muriel,eb.erbmahcal@snekreg.leirum,http://www.murielgerkens.be,http://www.lachambre.be/site/wwwroot/images/cv/00946.gif
Philippe Goffin,Philippe Goffin,MR,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06383&lactivity=54,,,06383,Goffin Philippe,eb.erbmahcal@niffog.eppilihp,http://www.philippegoffin.be,http://www.lachambre.be/site/wwwroot/images/cv/06383.gif
Daniel Bacquelaine,Daniel Bacquelaine,MR,Luik,Frans,54,,2014-10-11,,,,,,
Luc Gustin,Luc Gustin,MR,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01123&lactivity=54,,2014-10-11,01123,Gustin Luc,eb.erbmahcal@nitsug.cul,"",http://www.lachambre.be/site/wwwroot/images/cv/1123.gif
Raoul Hedebouw,Raoul Hedebouw,PTB-go!,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06759&lactivity=54,,,06759,Hedebouw Raoul,eb.erbmahcal@wuobedeh.luoar,http://www.ptb.be,http://www.lachambre.be/site/wwwroot/images/cv/06759.gif
Kattrin Jadin,Kattrin Jadin,MR,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01207&lactivity=54,,,01207,Jadin Kattrin,eb.erbmahcal@nidaj.nirttak,http://www.jadin.be,http://www.lachambre.be/site/wwwroot/images/cv/01207.gif
Alain Mathot,Alain Mathot,PS,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01051&lactivity=54,,,01051,Mathot Alain,eb.erbmahcal@tohtam.niala,http://www.alainmathot.be,http://www.lachambre.be/site/wwwroot/images/cv/01051.gif
Melchior Wathelet,Melchior Wathelet (1977),cdH,Luik,Frans,54,,2015-04-19,,,,,,
Michel de Lamotte,Michel de Lamotte,cdH,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2028&lactivity=54,,2015-04-19,O2028,de Lamotte Michel,eb.erbmahcal@ettomaled.lehcim,http://www.micheldelamotte.be,http://www.lachambre.be/site/wwwroot/images/cv/O2028.gif
Vanessa Matz,Vanessa Matz,cdH,Luik,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01281&lactivity=54,,,01281,Matz Vanessa,eb.erbmahcal@ztam.assenav,http://www.vanessamatz.be,http://www.lachambre.be/site/wwwroot/images/cv/01281.gif
Sonja Becq,Sonja Becq,CD&V,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01190&lactivity=54,,,01190,Becq Sonja,eb.remaked@qceb.ajnos,http://www.sonjabecq.be,http://www.lachambre.be/site/wwwroot/images/cv/01190.gif
Hans Bonte,Hans Bonte,sp.a,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00837&lactivity=54,,,00837,Bonte Hans,eb.remaked@etnob.snah,"",http://www.lachambre.be/site/wwwroot/images/cv/00837.gif
Patricia Ceysens,Patricia Ceysens,Open Vld,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O937&lactivity=54,,,O937,Ceysens Patricia,eb.remaked@snesyec.aicirtap,"",http://www.lachambre.be/site/wwwroot/images/cv/O937.gif
Inez De Coninck,Inez De Coninck,N-VA,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06842&lactivity=54,,,06842,De Coninck Inez,eb.remaked@kcninoced.zeni,http://www.inezdeconinck.be,http://www.lachambre.be/site/wwwroot/images/cv/06842.gif
Anne Dedry,Anne Dedry,Ecolo/Groen,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06813&lactivity=54,,,06813,Dedry Anne,eb.remaked@yrded.enna,"",http://www.lachambre.be/site/wwwroot/images/cv/06813.gif
Theo Francken,Theo Francken,N-VA,Vlaams-Brabant,Nederlands,54,,2014-10-11,,,,,,
Renate Hufkens,Renate Hufkens,N-VA,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06843&lactivity=54,,2014-10-11,06843,Hufkens Renate,eb.remaked@snekfuh.etaner,http://www.renatehufkens.be,http://www.lachambre.be/site/wwwroot/images/cv/6843.gif
Maggie De Block,Maggie De Block,Open Vld,Vlaams-Brabant,Nederlands,54,,2014-10-11,,,,,,
Dirk Janssens,Dirk Janssens,Open Vld,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06824&lactivity=54,,2014-10-11,06824,Janssens Dirk,eb.remaked@snessnaj.krid,"",http://www.lachambre.be/site/wwwroot/images/cv/6824.gif
Karine Jiroflée,Karine Jiroflée,sp.a,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01070&lactivity=54,,,01070,Jiroflée Karin,eb.remaked@eelforij.nirak,http://www.karinjiroflee.be,http://www.lachambre.be/site/wwwroot/images/cv/01070.gif
Jan Spooren,Jan Spooren,N-VA,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06841&lactivity=54,,,06841,Spooren Jan,eb.remaked@neroops.naj,"",http://www.lachambre.be/site/wwwroot/images/cv/06841.gif
Luk Van Biesen,Luk Van Biesen,Open Vld,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01139&lactivity=54,,,01139,Van Biesen Luk,eb.remaked@neseibnav.kul,http://www.lukvanbiesen.be,http://www.lachambre.be/site/wwwroot/images/cv/01139.gif
Tim Vandenput,Tim Vandenput,Open Vld,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06823&lactivity=54,,,06823,Vandenput Tim,eb.remaked@tupnednav.mit,http://www.timvandenput.be,http://www.lachambre.be/site/wwwroot/images/cv/06823.gif
Koen Geens,Koen Geens,CD&V,Vlaams-Brabant,Nederlands,54,,2014-10-11,,,,,,
Els Van Hoof,Els Van Hoof,CD&V,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06852&lactivity=54,,2014-10-11,06852,Van Hoof Els,eb.remaked@foohnav.sle,http://www.elsvanhoof.be,http://www.lachambre.be/site/wwwroot/images/cv/6852.gif
Eric Van Rompuy,Eric Van Rompuy,CD&V,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00090&lactivity=54,,,00090,Van Rompuy Eric,eb.remaked@yupmornav.cire,http://www.ericvanrompuy.be,http://www.lachambre.be/site/wwwroot/images/cv/00090.gif
Kristien Van Vaerenbergh,Kristien Van Vaerenbergh,N-VA,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06230&lactivity=54,,,06230,Van Vaerenbergh Kristien,eb.remaked@hgrebnereavnav.neitsirk,http://www.kristienvanvaerenbergh.be,http://www.lachambre.be/site/wwwroot/images/cv/06230.gif
Hendrik Vuye,Hendrik Vuye,N-VA,Vlaams-Brabant,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06840&lactivity=54,,,06840,Vuye Hendrik,eb.remaked@eyuv.kirdneh,http://www.hendrikvuye.be,http://www.lachambre.be/site/wwwroot/images/cv/06840.gif
Wouter Beke,Wouter Beke,CD&V,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01149&lactivity=54,,,01149,Beke Wouter,eb.remaked@ekeb.retuow,http://www.wouterbeke.be,http://www.lachambre.be/site/wwwroot/images/cv/01149.gif
Patrick Dewael,Patrick Dewael,Open Vld,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00124&lactivity=54,,,00124,Dewael Patrick,eb.remaked@leawed.kcirtap,http://www.dewael.nu,http://www.lachambre.be/site/wwwroot/images/cv/00124.gif
Karolien Grosemans,Karolien Grosemans,N-VA,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=04726&lactivity=54,,,04726,Grosemans Karolien,eb.remaked@snamesorg.neilorak,http://www.karolien-grosemans.be,http://www.lachambre.be/site/wwwroot/images/cv/04726.gif
Veerle Heeren,Veerle Heeren,CD&V,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2321&lactivity=54,,,O2321,Heeren Veerle,eb.remaked@nereeh.elreev,"",http://www.lachambre.be/site/wwwroot/images/cv/O2321.gif
Werner Janssen,Werner Janssen (politicus),N-VA,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06497&lactivity=54,,,06497,Janssen Werner,eb.remaked@nessnaj.renrew,http://www.wernerjanssen.be,http://www.lachambre.be/site/wwwroot/images/cv/06497.gif
Meryame Kitir,Meryame Kitir,sp.a,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01209&lactivity=54,,,01209,Kitir Meryame,eb.remaked@ritik.emayrem,http://www.kitir.be,http://www.lachambre.be/site/wwwroot/images/cv/01209.gif
Nele Lijnen,Nele Lijnen,Open Vld,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01179&lactivity=54,,,01179,Lijnen Nele,eb.remaked@nenjil.elen,http://www.nelelijnen.be,http://www.lachambre.be/site/wwwroot/images/cv/01179.gif
Peter Luykx,Peter Luykx,N-VA,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01260&lactivity=54,,,01260,Luykx Peter,eb.remaked@xkyul.retep,http://www.peterluykx.be,http://www.lachambre.be/site/wwwroot/images/cv/01260.gif
Steven Vandeput,Steven Vandeput,N-VA,Limburg,Nederlands,54,,2014-10-11,,,,,,
Wouter Raskin,Wouter Raskin,N-VA,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06498&lactivity=54,,2014-10-11,06498,Raskin Wouter,eb.remaked@niksar.retuow,"",http://www.lachambre.be/site/wwwroot/images/cv/6498.gif
Raf Terwingen,Raf Terwingen,CD&V,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01240&lactivity=54,,,01240,Terwingen Raf,eb.remaked@negniwret.far,http://www.rafterwingen.be,http://www.lachambre.be/site/wwwroot/images/cv/01240.gif
Peter Vanvelthoven,Peter Vanvelthoven,sp.a,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00917&lactivity=54,,,00917,Vanvelthoven Peter,eb.remaked@nevohtlevnav.retep,http://www.petervanvelthoven.be,http://www.lachambre.be/site/wwwroot/images/cv/00917.gif
Veerle Wouters,Veerle Wouters,N-VA,Limburg,Nederlands,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06401&lactivity=54,,,06401,Wouters Veerle,eb.remaked@sretuow.elreev,http://www.veerlewouters.be,http://www.lachambre.be/site/wwwroot/images/cv/06401.gif
David Clarinval,David Clarinval,MR,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01259&lactivity=54,,,01259,Clarinval David,eb.erbmahcal@lavniralc.divad,http://www.davidclarinval.be,http://www.lachambre.be/site/wwwroot/images/cv/01259.gif
Jean-Marc Delizée,Jean-Marc Delizée,PS,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00746&lactivity=54,,,00746,Delizée Jean-Marc,eb.erbmahcal@eeziled.cram-naej,http://www.delizee.eu,http://www.lachambre.be/site/wwwroot/images/cv/00746.gif
Benoît Dispa,Benoît Dispa,cdH,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06435&lactivity=54,,,06435,Dispa Benoît,eb.erbmahcal@apsid.tioneb,"",http://www.lachambre.be/site/wwwroot/images/cv/06435.gif
Georges Gilkinet,Georges Gilkinet,Ecolo/Groen,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01205&lactivity=54,,,01205,Gilkinet Georges,eb.erbmahcal@teniklig.segroeg,"",http://www.lachambre.be/site/wwwroot/images/cv/01205.gif
Gwenaëlle Grovonius,Gwenaëlle Grovonius,PS,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06018&lactivity=54,,,06018,Grovonius Gwenaëlle,eb.erbmahcal@suinovorg.elleanewg,"",http://www.lachambre.be/site/wwwroot/images/cv/06018.gif
Stéphanie Thoron,Stéphanie Thoron,MR,Namen,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06929&lactivity=54,,,06929,Thoron Stéphanie,eb.erbmahcal@noroht.einahpets,"",http://www.lachambre.be/site/wwwroot/images/cv/06929.gif
Emmanuel Burton,Emmanuel Burton,MR,Waals-Brabant,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O1057&lactivity=54,,,O1057,Burton Emmanuel,eb.erbmahcal@notrub.leunamme,"",http://www.lachambre.be/site/wwwroot/images/cv/O1057.gif
Marcel Cheron,Marcel Cheron,Ecolo/Groen,Waals-Brabant,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=00623&lactivity=54,,,00623,Cheron Marcel,eb.erbmahcal@norehc.lecram,"",http://www.lachambre.be/site/wwwroot/images/cv/00623.gif
Sybille de Coster-Bauchau,Sybille de Coster-Bauchau,MR,Waals-Brabant,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06286&lactivity=54,,,06286,de Coster-Bauchau Sybille,eb.erbmahcal@uahcuab.ellibys,http://www.sybilledecoster-bauchau.be/,http://www.lachambre.be/site/wwwroot/images/cv/06286.gif
André Flahaut,André Flahaut,PS,Waals-Brabant,Frans,54,,2014-07-22,,,,,,
Stéphane Crusnière,Stéphane Crusnière,PS,Waals-Brabant,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06536&lactivity=54,,2014-07-22,06536,Crusnière Stéphane,eb.erbmahcal@ereinsurc.enahpets,"",http://www.lachambre.be/site/wwwroot/images/cv/6536.gif
Charles Michel,Charles Michel,MR,Waals-Brabant,Frans,54,,2014-10-11,,,,,,
Vincent Scourneau,Vincent Scourneau,MR,Waals-Brabant,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06287&lactivity=54,,2014-10-11,06287,Scourneau Vincent,eb.erbmahcal@uaenruocs.tnecniv,"",http://www.lachambre.be/site/wwwroot/images/cv/6287.gif
Benoît Lutgen,Benoît Lutgen,cdH,Luxemburg,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01145&lactivity=54,,,01145,Lutgen Benoît,eb.erbmahcal@negtul.tioneb,"",http://www.lachambre.be/site/wwwroot/images/cv/01145.gif
Benoît Piedboeuf,Benoît Piedboeuf,MR,Luxemburg,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06423&lactivity=54,,,06423,Piedboeuf Benoît,eb.erbmahcal@fueobdeip.tioneb,http://www.benoitpiedboeuf.be,http://www.lachambre.be/site/wwwroot/images/cv/06423.gif
Sébastian Pirlot,Sébastian Pirlot,PS,Luxemburg,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2516&lactivity=54,,,O2516,Pirlot Sébastian,eb.erbmahcal@tolrip.naitsabes,http://www.ps.be/pagetype1/ps/vos-elus/sebastian-pirlot.aspx,http://www.lachambre.be/site/wwwroot/images/cv/O2516.gif
Isabelle Poncelet,Isabelle Poncelet,cdH,Luxemburg,Frans,54,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2466&lactivity=54,,,O2466,Poncelet Isabelle,eb.erbmahcal@telecnop.ellebasi,"",http://www.lachambre.be/site/wwwroot/images/cv/O2466.gif
