id,name,party,faction,term,image,area,birth_date,phone,email,source
250,Héctor Leonel Lira Montenegro,EG,EG,7,http://www.congreso.gob.gt/manager/images/65C9E6C6-010D-4BE9-AD55-07D2E340B47B.jpg,Distrito Guatemala,1972-03-14,22447878 Ext 2419,lliram@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=250
261,Julio César Longo Maldonado,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/9FCD71E6-55AB-C813-314D-07D8463973B9.jpg,San Marcos,1957-02-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jlongo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=261
275,Francisco Ricardo Mérida Orozco,"",LIDER,7,http://www.congreso.gob.gt/manager/images/BAC689EB-672E-56B6-5013-07DB8BDA577B.jpg,San Marcos,1954-08-10,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fmerida@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=275
276,Julia Mariné Maldonado Echeverría,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/601CB5D6-2820-A3FD-A2E5-C8815824DAF6.jpg,San Marcos,1977-07-26,22533462 Ext,Jmaldonado@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=276
279,Carlos Alberto Martínez Castellanos,UNE,GANA,7,http://www.congreso.gob.gt/manager/images/E6A193C5-3E2E-D070-DA8D-07D1BFF9598A.jpg,Jutiapa,1983-02-06,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cmartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=279
172,Edwin Armando Martínez Herrera,"",IND,7,http://www.congreso.gob.gt/manager/images/0B459E53-BD99-8C36-B294-9D16517BA142.jpg,Huehuetenango,1960-01-29,22391045 Ext,emartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=172
187,Joel Rubén Martínez Herrera,PAN,LIDER,7,http://www.congreso.gob.gt/manager/images/1EA635B3-991E-BE7E-9315-9D18F6364170.jpg,Huehuetenango,1967-07-08,2244-7878 Ext 1128,jmartinezh@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=187
67,Jaime Antonio Martínez Lohayza,GANA,GANA,7,http://www.congreso.gob.gt/manager/images/ECE5BC75-E77A-0CC8-9AC7-9DD5EE18435C.jpg,Jutiapa,1957-07-14,Ext 2529/2530,jmartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=67
196,Emilennee Mazariegos,PP,PP,7,http://www.congreso.gob.gt/manager/images/54F103EE-316D-268D-8280-07B84A019F8A.jpg,Huehuetenango,1980-01-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,gaquino@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=196
290,Rubén Salvador Mazariegos Vásquez,PP,IND,7,http://www.congreso.gob.gt/manager/resourceAssets/iconSet/userDefault1.jpg,Jalapa,2014-11-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,rsmazariegos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=290
120,Gustavo Arnoldo Medrano Osorio,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/8A9D5504-1C7F-9041-D9B4-073E22D9FF94.jpg,Distrito Guatemala,1975-12-11,Ext,gmedrano@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=120
278,Carlos Enrique Mejía Paz,URNG,URNG,7,http://www.congreso.gob.gt/manager/images/7455178F-2C1E-DC32-E938-07D64BC7B9DF.jpg,San Marcos,1963-08-21,2239-1145 / 2239-1160 Ext 1538,Cmejia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=278
134,Carlos Alberto Milián Casanova,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/71F056E2-616C-B38E-C311-0740AA42A436.jpg,Petén,1964-11-09,22447157 Ext 2457,cmilian@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=134
42,Nineth Varenca Montenegro Cottom,EG,EG,7,http://www.congreso.gob.gt/manager/images/A4639C31-9331-3808-A156-072EF2D35E55.jpg,Listado Nacional,1957-07-08,22391001 Ext 1251 / 2429 / 2430 / 2431,nmontenegro@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=42
113,Félix Ovidio Monzón Pedroza.,UNE,IND,7,http://www.congreso.gob.gt/manager/images/15AEF56D-B210-6524-C8CF-6C082A56D123.jpg,Distrito Guatemala,1959-06-09,Ext 2318 / 2319,fmonzon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=113
273,Hernán Morán Mejía,UCN,LIDER,7,http://www.congreso.gob.gt/manager/images/9AA67E5D-D301-EF47-30CC-07DAF7E06770.jpg,Escuintla,1957-05-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Hmoran@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=273
272,Hugo Francisco Morán Tobar,PAN,CREO,7,http://www.congreso.gob.gt/manager/images/DD551704-3A51-1A2B-63FC-07DAB6A3213E.jpg,Listado Nacional,1985-05-03,22447878 Ext 1212,Hfmoran@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=272
192,Pedro Muadi Menéndez,PP,IND,7,http://www.congreso.gob.gt/manager/images/9CB173B3-0E1F-2C4E-C947-074D3AD84B49.jpg,Listado Nacional,1961-08-29,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Pmuadi@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=192
159,Carlos Santiago Nájera Sagastume,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/1F656F9B-0C6A-29A4-5E75-E2841741E533.jpg,Jutiapa,1957-08-19,Ext 2414,cnajera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=159
270,Gregorio Luciano Nolasco Marcelino,PP,PP,7,http://www.congreso.gob.gt/manager/images/B23F8F86-241E-FE45-B800-07D7E9625985.jpg,Huehuetenango,1965-05-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gnolasco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=270
137,Marvin Orellana López,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/562E1E4A-5A6D-2142-3437-074183E35424.jpg,Alta Verapaz,1970-10-29,22301783 / 22301784 Ext,morellana@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=137
269,Marco Antonio Orozco Arriola,PP,PP,7,http://www.congreso.gob.gt/manager/images/98102BD6-1541-BEA8-537D-07DA75ED788A.jpg,San Marcos,1960-03-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Morozco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=269
267,Marvin Rocael Osorio Vásquez,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/5AECDE79-5EB3-3ED3-8A72-07DA2CCF7752.jpg,Distrito Guatemala,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mosorio@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=267
264,Rubén Rolando Pérez Bethancourt,PP,IND,7,http://www.congreso.gob.gt/manager/images/CA3F3FDB-E8BC-E573-6F7C-07D95B6F015A.jpg,Sacatepéquez,1972-11-27,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Rperez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=264
48,Luis Fernando Pérez Martínez,FRG,PRI,7,http://www.congreso.gob.gt/manager/images/02761EE9-B5A0-AD7B-C741-0731F897902F.jpg,Listado Nacional,1969-03-11,22204014 Ext 1278 y 1249,luisfernandoperez@pri.gt,http://www.congreso.gob.gt/perfiles.php?id=48
281,Simón Vinicio Penados Gómez,PP,PP,7,http://www.congreso.gob.gt/manager/images/2AC217A8-E731-DBCD-F1FE-07D0A7B4C48D.jpg,Petén,1971-12-28,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,spenados@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=281
263,Marco Aurelio Pineda Castellanos,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/CCDB7090-C21B-37E4-4EE6-07D91B1D2264.jpg,Santa Rosa,1988-12-16,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mpineda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=263
288,Miriam Lissette Pineda Chinchilla,CREO,LIDER,7,http://www.congreso.gob.gt/manager/resourceAssets/iconSet/userDefault1.jpg,Listado Nacional,2012-06-19,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mlpineda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=288
176,Juan Ramón Ponce Guay,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/3F3670C3-AC7A-3A7E-9FE8-9DEAF8C33F64.jpg,Alta Verapaz,1955-08-31,Ext 2369/2370/2388/2371,jponce@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=176
262,Amílcar de Jesús Pop Ac,WINAQ,WINAQ,7,http://www.congreso.gob.gt/manager/images/FC997DD2-993E-8FF5-9C5F-92DA8022DC8D.jpg,Listado Nacional,1977-10-03,22447184 Ext 2484-2486,amilcarpopac@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=262
260,Juan José Porras Castillo,PP,VIVA,7,http://www.congreso.gob.gt/manager/images/F9718F7D-5528-40B3-0128-07D816C357EB.jpg,Listado Nacional,1965-10-19,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jporras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=260
139,Eduardo Genis Quej Chen,FRG,UNE,7,http://www.congreso.gob.gt/manager/images/DD561B55-289A-E40E-30D6-21F74E107D05.JPG,Alta Verapaz,1976-10-13,Ext,equej@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=139
259,Haroldo Eric Quej Chen,PP,UNE,7,http://www.congreso.gob.gt/manager/images/DEF2E011-2BFA-520C-3575-074220126ED6.jpg,Listado Nacional,1963-08-07,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Hquej@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=259
140,Oscar Armando Quintanilla Villegas,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/C75CDB65-FF10-2EDA-DA81-074640B6C108.jpg,Retalhuleu,1979-08-18,2244-7160 Ext 2460,oquintanilla@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=140
258,Alfredo Augusto Rabbé Tejada,UCN,IND,7,http://www.congreso.gob.gt/manager/images/A40BB3D9-9A88-9081-18A3-07D22F1B9D29.jpg,Distrito Central,1954-07-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Arabbe@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=258
257,Luis Armando Rabbé Tejada,IND,IND,7,http://www.congreso.gob.gt/manager/images/693A024E-7E19-012B-784D-07D26EC8B4A2.jpg,Listado Nacional,1956-05-26,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lrabbe@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=257
256,Jesús Antonio Ralda Sarg,PP,IND,7,http://www.congreso.gob.gt/manager/images/7284E5CF-624D-13DF-3606-07D76A6ED422.jpg,Retalhuleu,1965-01-02,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jralda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=256
66,William Rubén Recinos Sandoval,UNE,PP,7,http://www.congreso.gob.gt/manager/images/CC631551-8F94-1046-8731-B1A4ACED28B9.jpg,Jalapa,1964-01-19,Ext,wrecinos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=66
255,Jimmy Ronald Ren Ixcamparij,PP,PP,7,http://www.congreso.gob.gt/manager/images/A39716F9-10DD-01E4-B5DA-07D7308E65AA.jpg,Quiché,1973-05-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jren@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=255
254,Fidel Reyes Lee,LIDER,IND,7,http://www.congreso.gob.gt/manager/images/D44BC2C6-BFA9-EB85-5781-07D6FB4C9CC5.jpg,Listado Nacional,1958-01-15,NO CONTAMOS CON OFICINA EN LAS INSTALACIONES DEL CONGRESO DE LA REPUBLICA Ext,Freyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=254
283,Augusto César Sandino Reyes Rosales,UCN,UNE,7,http://www.congreso.gob.gt/manager/images/83D7BC4D-B07D-A69F-71C5-07CF5687F714.jpg,Suchitepéquez,1974-08-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,areyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=283
44,Mario Israel Rivera Cabrera,FRG,LIDER,7,http://www.congreso.gob.gt/manager/images/75BD9BC0-471E-F839-4D04-073120E6A2D6.jpg,Quiché,1957-12-16,22203914/22320801/22320746 Ext 2409,mrivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=44
142,Juan Carlos Rivera Estévez,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/4E8BFD16-FA14-7349-CBE9-B163EA3162D5.jpg,Distrito Guatemala,1976-02-21,2244-7878 Ext 2150,juancarlosrivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=142
173,Gudy Rivera Estrada,PP,PP,7,http://www.congreso.gob.gt/manager/images/13AD5821-170E-0C04-1B01-9DAA5E67A4E7.jpg,Distrito Guatemala,1967-07-10,Ext 2452/453,grivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=173
253,Delia Karina Rivera Romero de Paniagua,PP,PP,7,http://www.congreso.gob.gt/manager/images/9CBA2F03-E35D-A976-A61E-07D6B5C43B1D.jpg,Quetzaltenango,1969-05-04,Ext,drivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=253
252,Abraham Ermitanio Roblero Roblero,PP,PP,7,http://www.congreso.gob.gt/manager/images/9D4CC793-5941-ABDE-7816-07D5D9425C60.jpg,San Marcos,1965-03-16,22534971 Ext,Aroblero@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=252
249,Natán Isaías Rodas Méndez,CREO,LIDER,7,http://www.congreso.gob.gt/manager/images/2B89F39B-2E32-1AE6-EA3E-07D2B675EC74.jpg,Quetzaltenango,1969-04-06,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Nirodas@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=249
251,Nery Mamfredo Rodas Méndez,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/22A391BF-BC90-679A-DD69-07D3FEC73350.jpg,Listado Nacional,1972-03-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Nrodas@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=251
248,Gloria María Sánchez Abascal,PP,PP,7,http://www.congreso.gob.gt/manager/images/6659869D-D12F-010B-2472-07CEEFDB3BBC.jpg,Suchitepéquez,1971-01-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gsanchez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=248
127,Aníbal Augusto Salguero y Salguero,PP,IND,7,http://www.congreso.gob.gt/manager/images/50473184-7CDC-1BA4-4E58-073F6DD69C70.jpg,Jutiapa,1964-04-24,Ext,asalguero@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=127
32,Nery Orlando Samayoa Barrios,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/A26F67FA-FF34-E75F-6261-072DF9AC3249.jpg,Quetzaltenango,1953-05-13,Ext 2313 / 2314,nsamayoa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=32
246,Ricardo Arturo Sandoval Sandoval,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/790F8F21-9B25-2C4A-EE7A-07CDF9E5F011.jpg,Jalapa,1962-09-29,22447878 Ext 1549,rsandoval@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=246
156,Ricardo Antonio Saravia Torrebiarte,FRG,CREO,7,http://www.congreso.gob.gt/manager/images/203D1EFA-49BC-822A-028F-0748E7C0E851.jpg,Listado Nacional,1949-04-15,22205919/2220437 Ext 1230,rsaravia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=156
244,Emmanuel Seidner Aguado,PP,IND,7,http://www.congreso.gob.gt/manager/images/8EEF7107-D9FC-0E51-64F2-07CDC388AF12.jpg,Listado Nacional,1970-12-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Eseidner@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=244
287,Guillermo Alejandro Sierra Sierra,PP,UNE,7,http://www.congreso.gob.gt/manager/images/22D459CF-0879-256A-8ED6-07DECAF9DA2C.jpg,Alta Verapaz,2012-02-09,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gsierra@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=287
131,Humberto Leonel Sosa Mendoza,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/369C2E85-74E9-181E-DB26-9DAB38410361.jpg,Suchitepéquez,1957-11-23,Ext,hsosa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=131
55,César Leonel Soto Arango,UCN,PU,7,http://www.congreso.gob.gt/manager/images/32227B99-8BB6-CF3F-ADDD-9D150EDFFA99.jpg,Quetzaltenango,1957-02-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,lsoto@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=55
242,Francisco Tambríz y Tambríz,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/A997943F-15A5-C91C-B0CB-44B1F6FD3AE0.jpg,Sololá,1970-10-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ftambriz@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=242
164,Mario Taracena Díaz-Sol,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/ADFB7D80-3539-FC2C-78C7-0749F9834B50.jpg,Listado Nacional,1957-05-06,Ext 1425 / 1426 / 1169,mtaracena@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=164
241,Julián Tesucún Tesucún,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/0F7E1C60-C8F7-612A-49F6-07CB932E8D7D.jpg,Petén,2012-11-28,2251-9622 Ext Aquí debe de ingresar su extensión,Jtesucun@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=241
240,Mario Rolando Torres Marroquín,UCN,UNE,7,http://www.congreso.gob.gt/manager/images/568A8DC0-D070-0D44-CFCD-07CB5B951567.jpg,Listado Nacional,1955-08-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mtorres@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=240
146,José Domingo Trejo de la Roca,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/B4CAFB81-B777-C8C1-A04E-E2780F2D3864.jpg,Escuintla,1968-05-17,22447011 Ext 2312,jdtrune@hotmail.com,http://www.congreso.gob.gt/perfiles.php?id=146
238,Álvaro Manuel Trujillo Baldizón,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/69DBC2D6-2EE6-3EA7-411F-07C91997560D.jpg,Quetzaltenango,1977-08-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Atrujillo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=238
237,Juan Pablo Urrea Casasola,PP,PP,7,http://www.congreso.gob.gt/manager/images/F7B62063-F713-1A5A-2744-07C8E199FE25.jpg,Distrito Central,1973-02-12,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jurrea@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=237
236,Manuel Alfredo Villacorta Mirón,VIVA,VIVA,7,http://www.congreso.gob.gt/manager/images/16D40391-D343-AB2F-0331-07C898AED855.jpg,Distrito Central,1948-07-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mvillacorta@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=236
148,Roberto Ricardo Villate Villatoro,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/B5B9428B-C53C-00C0-E528-B1720B51A328.jpg,Suchitepéquez,1960-08-26,22447156 / 22447155 Ext 2456,rvillate@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=148
235,Julio César Xicay Póz,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/CE9EB381-ABEB-5138-AEA5-07C85AE5566E.jpg,Quetzaltenango,1970-01-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jxicay@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=235
234,Mario Gerardo Yanes Guerra,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/95F0D7BE-D678-EE14-D6EA-07C81C76F419.jpg,Petén,1972-08-24,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Myanes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=234
232,Flavio José Yojcom García,TODOS,LIDER,7,http://www.congreso.gob.gt/manager/images/32F08104-F1DF-2269-5D4B-07C7DF348562.jpg,Sololá,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fyojcom@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=232
